"zcta5","county","cntyname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","county","cntyname","zipname","Total Pop, 2000 census","zcta5 to county alloc factor"
"65714","29209","Stone MO","NIXA",377,0.018 
"65715","29153","Ozark MO","NOBLE",146,1 
"65717","29067","Douglas MO","NORWOOD",578,0.243 
"65717","29229","Wright MO","NORWOOD",1796,0.757 
"65720","29043","Christian MO","OLDFIELD",270,0.583 
"65720","29067","Douglas MO","OLDFIELD",193,0.417 
"65721","29043","Christian MO","OZARK",18575,0.972 
"65721","29077","Greene MO","OZARK",542,0.028 
"65722","29059","Dallas MO","PHILLIPSBURG",80,0.053 
"65722","29105","Laclede MO","PHILLIPSBURG",1424,0.947 
"65723","29009","Barry MO","PIERCE CITY",338,0.092 
"65723","29109","Lawrence MO","PIERCE CITY",2810,0.767 
"65723","29145","Newton MO","PIERCE CITY",514,0.14 
"65724","29085","Hickory MO","PITTSBURG",1330,0.972 
"65724","29167","Polk MO","PITTSBURG",39,0.028 
"65725","29077","Greene MO","PLEASANT HOPE",891,0.385 
"65725","29167","Polk MO","PLEASANT HOPE",1425,0.615 
"65727","29085","Hickory MO","POLK",7,0.045 
"65727","29167","Polk MO","POLK",150,0.955 
"65728","29043","Christian MO","PONCE DE LEON",20,0.183 
"65728","29209","Stone MO","PONCE DE LEON",89,0.817 
"65729","29153","Ozark MO","PONTIAC",223,1 
"65730","29119","McDonald MO","POWELL",158,1 
"65731","29213","Taney MO","POWERSITE",346,1 
"65732","29085","Hickory MO","PRESTON",815,1 
"65733","29213","Taney MO","PROTEM",308,1 
"65734","29009","Barry MO","PURDY",3220,1 
"65734","29145","Newton MO","PURDY",1,0 
"65735","29015","Benton MO","QUINCY",8,0.042 
"65735","29085","Hickory MO","QUINCY",115,0.602 
"65735","29185","St. Clair MO","QUINCY",68,0.356 
"65737","29043","Christian MO","BRANSON WEST",15,0.002 
"65737","29209","Stone MO","BRANSON WEST",6128,0.968 
"65737","29213","Taney MO","BRANSON WEST",187,0.03 
"65738","29043","Christian MO","REPUBLIC",174,0.015 
"65738","29077","Greene MO","REPUBLIC",11052,0.982 
"65738","29109","Lawrence MO","REPUBLIC",33,0.003 
"65739","29213","Taney MO","RIDGEDALE",1072,1 
"65740","29213","Taney MO","ROCKAWAY BEACH",2649,1 
"65742","29043","Christian MO","ROGERSVILLE",1258,0.144 
"65742","29077","Greene MO","ROGERSVILLE",4321,0.494 
"65742","29225","Webster MO","ROGERSVILLE",3161,0.362 
"65744","29213","Taney MO","RUETER",144,1 
"65745","29009","Barry MO","SELIGMAN",2360,1 
"65746","29067","Douglas MO","SEYMOUR",367,0.053 
"65746","29225","Webster MO","SEYMOUR",6452,0.926 
"65746","29229","Wright MO","SEYMOUR",146,0.021 
"65747","29009","Barry MO","SHELL KNOB",2286,0.638 
"65747","29209","Stone MO","SHELL KNOB",1299,0.362 
"65752","29057","Dade MO","SOUTH GREENFIELD",419,0.877 
"65752","29109","Lawrence MO","SOUTH GREENFIELD",59,0.123 
"65753","29043","Christian MO","SPARTA",3897,0.996 
"65753","29067","Douglas MO","SPARTA",17,0.004 
"65754","29043","Christian MO","SPOKANE",737,1 
"65755","29067","Douglas MO","SQUIRES",334,0.715 
"65755","29153","Ozark MO","SQUIRES",133,0.285 
"65756","29109","Lawrence MO","STOTTS CITY",790,1 
"65757","29077","Greene MO","STRAFFORD",4714,0.804 
"65757","29225","Webster MO","STRAFFORD",1148,0.196 
"65759","29213","Taney MO","TANEYVILLE",1164,1 
"65760","29153","Ozark MO","TECUMSEH",624,1 
"65761","29153","Ozark MO","DUGGINSVILLE",1076,0.933 
"65761","29213","Taney MO","DUGGINSVILLE",77,0.067 
"65762","29153","Ozark MO","NOTTINGHILL",453,1 
"65764","29059","Dallas MO","TUNAS",1265,1 
"65766","29153","Ozark MO","UDALL",148,1 
"65767","29059","Dallas MO","URBANA",1184,0.613 
"65767","29085","Hickory MO","URBANA",670,0.347 
"65767","29167","Polk MO","URBANA",77,0.04 
"65768","29067","Douglas MO","VANZANT",383,1 
"65769","29009","Barry MO","VERONA",880,0.282 
"65769","29109","Lawrence MO","VERONA",2241,0.718 
"65770","29057","Dade MO","WALNUT GROVE",116,0.042 
"65770","29077","Greene MO","WALNUT GROVE",2052,0.745 
"65770","29167","Polk MO","WALNUT GROVE",585,0.212 
"65771","29213","Taney MO","WALNUT SHADE",896,1 
"65772","29009","Barry MO","WASHBURN",1746,0.754 
"65772","29119","McDonald MO","WASHBURN",569,0.246 
"65773","29153","Ozark MO","SOUDER",778,1 
"65774","29085","Hickory MO","WEAUBLEAU",1028,0.937 
"65774","29185","St. Clair MO","WEAUBLEAU",69,0.063 
"65775","29067","Douglas MO","WEST PLAINS",234,0.01 
"65775","29091","Howell MO","WEST PLAINS",22328,0.979 
"65775","29149","Oregon MO","WEST PLAINS",246,0.011 
"65777","29091","Howell MO","MOODY",337,1 
"65778","29149","Oregon MO","MYRTLE",551,1 
"65779","29085","Hickory MO","WHEATLAND",1913,1 
"65781","29077","Greene MO","WILLARD",6075,0.964 
"65781","29167","Polk MO","WILLARD",225,0.036 
"65783","29059","Dallas MO","WINDYVILLE",153,1 
"65784","29153","Ozark MO","ZANONI",34,1 
"65785","29039","Cedar MO","STOCKTON",4954,0.979 
"65785","29057","Dade MO","STOCKTON",7,0.001 
"65785","29185","St. Clair MO","STOCKTON",101,0.02 
"65786","29029","Camden MO","MACKS CREEK",2017,0.977 
"65786","29059","Dallas MO","MACKS CREEK",47,0.023 
"65787","29029","Camden MO","ROACH",1104,1 
"65788","29091","Howell MO","PEACE VALLEY",427,0.955 
"65788","29149","Oregon MO","PEACE VALLEY",20,0.045 
"65789","29091","Howell MO","POMONA",1889,1 
"65790","29091","Howell MO","POTTERSVILLE",544,0.842 
"65790","29153","Ozark MO","POTTERSVILLE",102,0.158 
"65791","29149","Oregon MO","THAYER",4267,1 
"65793","29067","Douglas MO","WILLOW SPRINGS",193,0.032 
"65793","29091","Howell MO","WILLOW SPRINGS",5105,0.848 
"65793","29215","Texas MO","WILLOW SPRINGS",721,0.12 
"65802","29077","Greene MO","SPRINGFIELD",39272,1 
"65803","29077","Greene MO","SPRINGFIELD",38453,1 
"65804","29077","Greene MO","SPRINGFIELD",35482,1 
"65806","29077","Greene MO","SPRINGFIELD",11073,1 
"65807","29077","Greene MO","SPRINGFIELD",49132,1 
"65809","29077","Greene MO","SPRINGFIELD",9501,1 
"65810","29077","Greene MO","SPRINGFIELD",15904,1 
"72644","29213","Taney MO","LEAD HILL",13,1 
